"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"C24E5HKT","conferencePaper","2010","Sajadi, Behzad; Majumder, Aditi","Automatic Registration of Multiple Projectors on Swept Surfaces","Proceedings of the 17th ACM Symposium on Virtual Reality Software and Technology","978-1-4503-0441-2","","10.1145/1889863.1889897","https://doi-org.ez.sun.ac.za/10.1145/1889863.1889897","","2010","2020-06-05 13:50:48","2020-06-05 13:50:48","","159–166","","","","","","","VRST ’10","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Hong Kong","","","","calibration; geometric registration; immersive displays; multi-projector displays; tiled displays","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DLETH9UT","conferencePaper","2007","Cemgil, A. Taylan","Bayesian Methods for Multimedia Signal Processing","Proceedings of the 15th ACM International Conference on Multimedia","978-1-59593-702-5","","10.1145/1291233.1291235","https://doi-org.ez.sun.ac.za/10.1145/1291233.1291235","","2007","2020-06-05 13:50:48","2020-06-05 13:50:48","","1–2","","","","","","","MM ’07","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Augsburg, Germany","","","","graphical models; bayesian networks; factor graphs; markov chain monte carlo; multimedia signal processing; sequential monte carlo; variational bayes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KFTAML4Q","journalArticle","2009","Rosenberg, Ilya; Perlin, Ken","The UnMousePad: An Interpolating Multi-Touch Force-Sensing Input Pad","ACM Trans. Graph.","","0730-0301","10.1145/1531326.1531371","https://doi-org.ez.sun.ac.za/10.1145/1531326.1531371","","2009-07","2020-06-05 13:50:48","2020-06-05 13:50:48","","","","3","28","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","sensors; FSR; IFSR; input devices; mobile and personal devices; multi-touch devices","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JPUWV8R6","conferencePaper","2010","Becker, Eric; Arora, Roman; Phan, Scott; Vinjumur, Jyothi K.; Makedon, Fillia","Extending Event-Driven Experiments for Human Activity for an Assistive Environment","Proceedings of the 3rd International Conference on PErvasive Technologies Related to Assistive Environments","978-1-4503-0071-1","","10.1145/1839294.1839326","https://doi-org.ez.sun.ac.za/10.1145/1839294.1839326","","2010","2020-06-05 13:50:48","2020-06-05 13:50:48","","","","","","","","","PETRA ’10","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Samos, Greece","","","","wireless sensor networks; human activity; database; assistive environments; Baum-Welch modification; episodic events; events of interest","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CK7Q6FH5","book","2009","","eETTs ’09: Proceedings of the Workshop on Events in Emerging Text Types","","978-954-452-011-3","","","","","2009","2020-06-05 13:50:48","2020-06-05 13:50:48","","","","","","","","","","","","","Association for Computational Linguistics","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9HLSJFVB","conferencePaper","2010","Verschelde, Jan; Yoffe, Genady","Polynomial Homotopies on Multicore Workstations","Proceedings of the 4th International Workshop on Parallel and Symbolic Computation","978-1-4503-0067-4","","10.1145/1837210.1837230","https://doi-org.ez.sun.ac.za/10.1145/1837210.1837230","","2010","2020-06-05 13:50:48","2020-06-05 13:50:48","","131–140","","","","","","","PASCO ’10","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Grenoble, France","","","","task; polynomial system; homotopy; path following; thread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EZV6W7BS","conferencePaper","2008","Leo, Marco; Mosca, Nicola; Spagnolo, Paolo; Mazzeo, Pier Luigi; D’Orazio, Tiziana; Distante, Arcangelo","Real-Time Multiview Analysis of Soccer Matches for Understanding Interactions between Ball and Players","Proceedings of the 2008 International Conference on Content-Based Image and Video Retrieval","978-1-60558-070-8","","10.1145/1386352.1386419","https://doi-org.ez.sun.ac.za/10.1145/1386352.1386419","","2008","2020-06-05 13:50:48","2020-06-05 13:50:48","","525–534","","","","","","","CIVR ’08","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Niagara Falls, Canada","","","","soccer video analysis; event understanding; real time systems; shot detection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FCBNDUAE","conferencePaper","2009","Venkatesh, Murali","The Constitutive and the Instrumental in Social Design","Proceedings of the 4th International Conference on Design Science Research in Information Systems and Technology","978-1-60558-408-9","","10.1145/1555619.1555638","https://doi-org.ez.sun.ac.za/10.1145/1555619.1555638","","2009","2020-06-05 13:50:48","2020-06-05 13:50:48","","","","","","","","","DESRIST ’09","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Philadelphia, Pennsylvania","","","","social dilemmas; collective action; constitutive and instrumental design; social design","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VZ5V9UC3","conferencePaper","2010","Garcia, Johnny","Methodology Supporting Architecture Validations (MAVS)","Proceedings of the 2010 Spring Simulation Multiconference","978-1-4503-0069-8","","10.1145/1878537.1878610","https://doi-org.ez.sun.ac.za/10.1145/1878537.1878610","","2010","2020-06-05 13:50:48","2020-06-05 13:50:48","","","","","","","","","SpringSim ’10","","","","Society for Computer Simulation International","San Diego, CA, USA","","","","","","","","event-place: Orlando, Florida","","","","validation; DEVS; modeling and simulation; DoDAF; executable architectures","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RFB5A3YT","conferencePaper","2010","Sinai, Dr. Joshua","Concept to Develop a Software-Based Counter-Terrorism Campaign Decision Support Tool: Research Note","ACM SIGKDD Workshop on Intelligence and Security Informatics","978-1-4503-0223-4","","10.1145/1938606.1938612","https://doi-org.ez.sun.ac.za/10.1145/1938606.1938612","","2010","2020-06-05 13:50:48","2020-06-05 13:50:48","","","","","","","","","ISI-KDD ’10","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Washington, D.C.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E88LX726","conferencePaper","2009","Seki, Kazuhiro; Uehara, Kuniaki","Adaptive Subjective Triggers for Opinionated Document Retrieval","Proceedings of the Second ACM International Conference on Web Search and Data Mining","978-1-60558-390-7","","10.1145/1498759.1498805","https://doi-org.ez.sun.ac.za/10.1145/1498759.1498805","","2009","2020-06-05 13:50:48","2020-06-05 13:50:48","","25–33","","","","","","","WSDM ’09","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Barcelona, Spain","","","","opinion retrieval; trigger language models; weblog","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9LVI5GZ3","book","2009","","CLIAWS3 ’09: Proceedings of the Third International Workshop on Cross Lingual Information Access: Addressing the Information Need of Multilingual Societies","","978-1-932432-33-6","","","","","2009","2020-06-05 13:50:49","2020-06-05 13:50:49","","","","","","","","","","","","","Association for Computational Linguistics","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TL5U5GLX","conferencePaper","2010","Bons, Danielle M. A.; Scheepers, Floor E.; Rommelse, Nanda N. J.; Buitelaar, Jan K.","Motor, Emotional and Cognitive Empathic Abilities in Children with Autism and Conduct Disorder","Proceedings of the 7th International Conference on Methods and Techniques in Behavioral Research","978-1-60558-926-8","","10.1145/1931344.1931348","https://doi-org.ez.sun.ac.za/10.1145/1931344.1931348","","2010","2020-06-05 13:50:49","2020-06-05 13:50:49","","","","","","","","","MB ’10","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Eindhoven, The Netherlands","","","","heart rate; empathy; eye-tracking; autism; emotion recognition; conduct disorder; EMG; facial mimicry; skin conductance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P3RP6HBK","book","2010","","RecSys ’10: Proceedings of the Fourth ACM Conference on Recommender Systems","","978-1-60558-906-0","","","","","2010","2020-06-05 13:50:49","2020-06-05 13:50:49","","","","","","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z6CQ2KFB","conferencePaper","2007","Boukerche, Azzedine; Oliveira, Horacio A. B. F.; Nakamura, Eduardo F.; Loureiro, Antonio A. F.","A Novel Lightweight Algorithm for Time-Space Localization in Wireless Sensor Networks","Proceedings of the 10th ACM Symposium on Modeling, Analysis, and Simulation of Wireless and Mobile Systems","978-1-59593-851-0","","10.1145/1298126.1298184","https://doi-org.ez.sun.ac.za/10.1145/1298126.1298184","","2007","2020-06-05 13:50:55","2020-06-05 13:50:55","","336–343","","","","","","","MSWiM ’07","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Chania, Crete Island, Greece","","","","synchronization; sensor networks; time-space localization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32VAWRE3","conferencePaper","2007","Carterette, Ben; Allan, James","Research Methodology in Studies of Assessor Effort for Information Retrieval Evaluation","Large Scale Semantic Access to Content (Text, Image, Video, and Sound)","","","","","","2007","2020-06-05 13:50:55","2020-06-05 13:50:55","","738–757","","","","","","","RIAO ’07","","","","LE CENTRE DE HAUTES ETUDES INTERNATIONALES D’INFORMATIQUE DOCUMENTAIRE","Paris, FRA","","","","","","","","event-place: Pittsburgh, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z8HU6C93","conferencePaper","2010","Gorga, Sebastian; Otsuka, Kazuhiro","Conversation Scene Analysis Based on Dynamic Bayesian Network and Image-Based Gaze Detection","International Conference on Multimodal Interfaces and the Workshop on Machine Learning for Multimodal Interaction","978-1-4503-0414-6","","10.1145/1891903.1891969","https://doi-org.ez.sun.ac.za/10.1145/1891903.1891969","","2010","2020-06-05 13:50:55","2020-06-05 13:50:55","","","","","","","","","ICMI-MLMI ’10","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Beijing, China","","","","dynamic Bayesian network; visual focus of attention; eye-gaze; face-to-face multiparty conversation; Gaussian mixture; Gibbs sampler; image-based gaze detection; Markov Chain Monte Carlo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TAWY8IFZ","conferencePaper","2010","Jin, Guoliang; Thakur, Aditya; Liblit, Ben; Lu, Shan","Instrumentation and Sampling Strategies for Cooperative Concurrency Bug Isolation","Proceedings of the ACM International Conference on Object Oriented Programming Systems Languages and Applications","978-1-4503-0203-6","","10.1145/1869459.1869481","https://doi-org.ez.sun.ac.za/10.1145/1869459.1869481","","2010","2020-06-05 13:50:55","2020-06-05 13:50:55","","241–255","","","","","","","OOPSLA ’10","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Reno/Tahoe, Nevada, USA","","","","concurrency; bug isolation; random sampling; statistical debugging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
